source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1003,OS Credential Dumping,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,technique,Ensure Domain Controller backups are properly secured.,relationship--3e3f06c4-3105-4d07-b876-702005e9b59a,25 March 2020,28 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1552.004,Private Keys,attack-pattern--60b508a1-6a5e-46b1-821a-9f7b78752abf,technique,"When possible, store keys on separate cryptographic hardware instead of on the local system. For example, on Windows systems use a TPM to secure keys and other sensitive credential material.(Citation: Microsoft Primary Refresh Token)",relationship--ee382a02-cde0-49a8-89e2-26237a25740c,04 February 2020,16 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1114.002,Remote Email Collection,attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a,technique,Use of encryption provides an added layer of security to sensitive information sent over email. Encryption using public key cryptography requires the adversary to obtain the private certificate along with an encryption key to decrypt messages.,relationship--8178dba2-1469-4322-af59-f6935152deb0,19 February 2020,28 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1602.001,SNMP (MIB Dump),attack-pattern--ee7ff928-801c-4f34-8a99-3df965e581a5,technique,Configure SNMPv3 to use the highest level of security (authPriv) available.(Citation: US-CERT TA17-156A SNMP Abuse 2017),relationship--86c58566-41e5-452f-b649-b481bfbd1202,19 October 2020,28 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1558.002,Silver Ticket,attack-pattern--d273434a-448e-4598-8e14-607f4a0d5e27,technique,"Enable AES Kerberos encryption (or another stronger encryption algorithm), rather than RC4, where possible.(Citation: AdSecurity Cracking Kerberos Dec 2015)",relationship--fe445c04-05c2-4370-b00c-3821dac9c1ae,27 February 2020,28 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1649,Steal or Forge Authentication Certificates,attack-pattern--7de1f7ac-5d0c-4c9c-8873-627202205331,technique,"Ensure certificates as well as associated private keys are appropriately secured. Consider utilizing additional hardware credential protections such as trusted platform modules (TPM) or hardware security modules (HSM). Enforce HTTPS and enable Extended Protection for
Authentication.(Citation: SpecterOps Certified Pre Owned)",relationship--98b6508c-5f00-4c06-a906-4fd7ce74bc62,03 August 2022,16 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1558,Steal or Forge Kerberos Tickets,attack-pattern--3fc01293-ef5e-41c6-86ce-61f10706b64a,technique,"Enable AES Kerberos encryption (or another stronger encryption algorithm), rather than RC4, where possible.(Citation: AdSecurity Cracking Kerberos Dec 2015)",relationship--5574a01e-efcc-49d6-8692-30c97c611397,28 February 2020,28 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1565.001,Stored Data Manipulation,attack-pattern--1cfcb312-b8d7-47a4-b560-4b16cc677292,technique,Consider encrypting important information to reduce an adversary’s ability to perform tailored data modifications.,relationship--a665756c-06f8-44a2-b6e6-5143d1d59400,02 March 2020,28 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1020.001,Traffic Duplication,attack-pattern--7c46b364-8496-4234-8a56-f7e6727e21e1,technique,"Ensure that all wired and/or wireless traffic is encrypted appropriately. Use best practices for authentication protocols, such as Kerberos, and ensure web traffic that may contain credentials is protected by SSL/TLS.",relationship--ca433ac6-fb5a-41bc-969b-4721571fe836,19 October 2020,28 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1565.002,Transmitted Data Manipulation,attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6,technique,Encrypt all important data flows to reduce the impact of tailored modifications on data in transit.,relationship--4ba4eefd-1387-4eee-9c6d-aa2ba19faf9c,02 March 2020,28 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1552,Unsecured Credentials,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517,technique,"When possible, store keys on separate cryptographic hardware instead of on the local system. ",relationship--069ff8f0-889c-4463-bf5d-618bf5e457ee,25 March 2020,28 April 2025
M1041,Encrypt Sensitive Information,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,mitigation,mitigates,T1669,Wi-Fi Networks,attack-pattern--fde016f6-211a-41c8-a4ab-301f1e419c62,technique,"Ensure that all wired and/or wireless traffic is encrypted appropriately. Use best practices for authentication protocols, such as Kerberos, and ensure that web traffic that may contain credentials is protected by SSL/TLS.",relationship--be61d574-ada4-4575-85ed-0665905fa7e0,25 February 2025,16 April 2025
M1039,Environment Variable Permissions,course-of-action--609191bf-7d06-40e4-b1f8-9e11eb3ff8a6,mitigation,mitigates,T1070.003,Clear Command History,attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a,technique,Making the environment variables associated with command history read only may ensure that the history is preserved.(Citation: Securing bash history),relationship--dcc531dd-6136-44ac-963b-3ebab0028d96,31 January 2020,28 April 2025
M1039,Environment Variable Permissions,course-of-action--609191bf-7d06-40e4-b1f8-9e11eb3ff8a6,mitigation,mitigates,T1562.003,Impair Command History Logging,attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59,technique,"Prevent users from changing the <code>HISTCONTROL</code>, <code>HISTFILE</code>, and <code>HISTFILESIZE</code> environment variables. (Citation: Securing bash history)",relationship--dbb28d6a-0007-467a-ae7a-bf09eddd436c,15 October 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1548,Abuse Elevation Control Mechanism,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b,technique,System settings can prevent applications from running that haven't been downloaded from legitimate repositories which may help mitigate some of these issues. Not allowing unsigned applications from being run may also mitigate some risk.,relationship--35428082-1010-4e0e-ac4c-9f1426de7796,27 March 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1546.008,Accessibility Features,attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5,technique,"Adversaries can replace accessibility features binaries with alternate binaries to execute this technique. Identify and block potentially malicious software executed through accessibility features functionality by using application control (Citation: Beechey 2010) tools, like Windows Defender Application Control(Citation: Microsoft Windows Defender Application Control), AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",relationship--ccec5b80-e16a-4379-926f-08c1c821497a,24 January 2020,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1546.009,AppCert DLLs,attack-pattern--7d57b371-10c2-45e5-b3cc-83a8fb380e4c,technique,"Adversaries install new AppCertDLL binaries to execute this technique. Identify and block potentially malicious software executed through AppCertDLLs functionality by using application control (Citation: Beechey 2010) tools, like Windows Defender Application Control(Citation: Microsoft Windows Defender Application Control), AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",relationship--db8a5d74-11f0-4773-aae8-43a0a6f85f61,24 January 2020,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1546.010,AppInit DLLs,attack-pattern--cc89ecbd-3d33-4a41-bcca-001e702d18fd,technique,"Adversaries can install new AppInit DLLs binaries to execute this technique. Identify and block potentially malicious software executed through AppInit DLLs functionality by using application control (Citation: Beechey 2010) tools, like Windows Defender Application Control(Citation: Microsoft Windows Defender Application Control), AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",relationship--65fa218e-b442-41ca-8fed-bccdb5523656,24 January 2020,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1059.002,AppleScript,attack-pattern--37b11151-1776-4f8f-b328-30939fbf2ceb,technique,Use application control where appropriate.,relationship--809f6537-c7f8-4d96-ba16-5bffa897b52f,09 March 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1059.010,AutoHotKey & AutoIT,attack-pattern--3a32740a-11b0-4bcf-b0a9-3abd0f6d3cd5,technique,"Use application control to prevent execution of `AutoIt3.exe`, `AutoHotkey.exe`, and other related features that may not be required for a given system or network to prevent potential misuse by adversaries.",relationship--09082234-c658-45c4-9cd0-d4984b6bdf85,29 March 2024,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1176.001,Browser Extensions,attack-pattern--278716b1-61ce-4a74-8d17-891d0c494101,technique,Set a browser extension allow or deny list as appropriate for your security policy.(Citation: Technospot Chrome Extensions GP),relationship--e13f1e41-fc5c-4cd3-ad6b-62bc597c959a,13 June 2019,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1218.003,CMSTP,attack-pattern--4cbc6a62-9e34-4f94-8a19-5c1a11392a49,technique,Consider using application control configured to block execution of CMSTP.exe if it is not required for a given system or network to prevent potential misuse by adversaries.,relationship--e7f93370-0bfc-417c-8811-627ab39fafca,23 January 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1574.012,COR_PROFILER,attack-pattern--ffeb0780-356e-4261-b036-cfb6bd234335,technique,Identify and block potentially malicious unmanaged COR_PROFILER profiling DLLs  by using application control solutions like AppLocker that are capable of auditing and/or blocking unapproved DLLs.(Citation: Beechey 2010)(Citation: Windows Commands JPCERT)(Citation: NSA MS AppLocker),relationship--caf19942-8346-447f-9781-28a0b858c43f,24 June 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1059.009,Cloud API,attack-pattern--55bb4471-ff1f-43b4-88c1-c9384ec47abf,technique,Use application control where appropriate to block use of PowerShell CmdLets or other host based resources to access cloud API resources.,relationship--b42d990f-4fa7-40be-9018-73c75130fcfe,13 March 2023,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1059,Command and Scripting Interpreter,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,technique,"Use application control where appropriate. For example, PowerShell Constrained Language mode can be used to restrict access to sensitive or otherwise dangerous language elements such as those used to execute arbitrary Windows APIs or files (e.g., `Add-Type`).(Citation: Microsoft PowerShell CLM)",relationship--87fd0088-41da-47ac-bd69-a8ac151a0d39,24 June 2019,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1218.001,Compiled HTML File,attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d,technique,Consider using application control to prevent execution of hh.exe if it is not required for a given system or network to prevent potential misuse by adversaries.,relationship--f4702ee6-c04f-4ccb-95f3-1b40cf6c69c8,23 January 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1609,Container Administration Command,attack-pattern--7b50a1d3-4ca7-45d1-989d-a6503f04bfe1,technique,"Use read-only containers, read-only file systems, and minimal images when possible to prevent the execution of commands.(Citation: Kubernetes Hardening Guide) Where possible, also consider using application control and software restriction tools (such as those provided by SELinux) to restrict access to files, processes, and system calls in containers.(Citation: Kubernetes Security Context)",relationship--fd9cf3cc-51cd-4f13-b90e-2b8e274a4cc1,29 March 2021,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1218.002,Control Panel,attack-pattern--4ff5d6a8-c062-4c68-a778-36fc5edd564f,technique,"Identify and block potentially malicious and unknown .cpl files by using application control (Citation: Beechey 2010) tools, like Windows Defender Application Control(Citation: Microsoft Windows Defender Application Control), AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",relationship--98d0fca0-b3e7-4f69-b5f3-527cdd4f48c9,23 January 2020,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1574.001,DLL,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,technique,Identify and block potentially malicious software executed through DLL hijacking by using application control solutions capable of blocking DLLs loaded by legitimate software.(Citation: Microsoft AppLocker DLL),relationship--22ce2c93-ecd6-4627-b3f0-6f7476754c79,13 March 2020,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1562.001,Disable or Modify Tools,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579,technique,"Use application control where appropriate, especially regarding the execution of tools outside of the organization's security policies (such as rootkit removal tools) that have been abused to impair system defenses. Ensure that only approved security applications are used and running on enterprise systems.",relationship--7734ffaf-1cd2-40ca-8c0d-9cfd95e8d1ec,31 May 2022,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1574.006,Dynamic Linker Hijacking,attack-pattern--633a100c-b2c9-41bf-9be5-905c1b16c825,technique,Adversaries may use new payloads to execute this technique. Identify and block potentially malicious software executed through hijacking by using application control solutions also capable of blocking libraries loaded by legitimate software.,relationship--0fc95a6b-296f-41ab-8663-aea4a80afe0a,26 March 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1218.015,Electron Applications,attack-pattern--561ae9aa-c28a-4144-9eec-e7027a14c8c3,technique,"Where possible, enforce binary and application integrity with digital signature verification to prevent untrusted code from executing. For example, do not use `shell.openExternal` with untrusted content.

Where possible, set `nodeIntegration` to false, which disables access to the Node.js function.(Citation: Electron Security 3) By disabling access to the Node.js function, this may limit the ability to execute malicious commands by injecting JavaScript code.

Do not disable `webSecurity`, which may allow for users of the application to invoke malicious content from online sources.",relationship--4e1b6f6e-6741-45e7-856b-1efdb2f50ba3,07 March 2024,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1548.004,Elevated Execution with Prompt,attack-pattern--b84903f0-c7d5-435d-a69e-de47cc3578c0,technique,System settings can prevent applications from running that haven't been downloaded through the Apple Store which may help mitigate some of these issues. Not allowing unsigned applications from being run may also mitigate some risk.,relationship--362b2f10-f599-4663-9cff-27932e11935a,30 January 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1611,Escape to Host,attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665,technique,"Use read-only containers, read-only file systems, and minimal images when possible to prevent the running of commands.(Citation: Kubernetes Hardening Guide) Where possible, also consider using application control and software restriction tools (such as those provided by SELinux) to restrict access to files, processes, and system calls in containers.(Citation: Kubernetes Security Context)",relationship--365897c8-a97b-42e0-8fb8-cc08c23545df,30 March 2021,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1068,Exploitation for Privilege Escalation,attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839,technique,Consider blocking the execution of known vulnerable drivers that adversaries may exploit to execute code in kernel mode. Validate driver block rules in audit mode to ensure stability prior to production deployment.(Citation: Microsoft Driver Block Rules),relationship--dd9a12ee-30b1-4764-860d-111c73411ebe,16 March 2021,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1553.001,Gatekeeper Bypass,attack-pattern--31a0a2ac-c67c-4a7e-b9ed-6a96477d4e8e,technique,System settings can prevent applications from running that haven't been downloaded through the Apple Store which can help mitigate some of these issues. ,relationship--819bc603-b0fe-4681-a235-3c6e9a36e3b5,05 February 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1564.003,Hidden Window,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,technique,"Limit or restrict program execution using anti-virus software. On MacOS, allowlist programs that are allowed to have the plist tag. All other programs should be considered suspicious.",relationship--1279ae2b-fb00-4980-a5cc-9a802ad2901d,13 March 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1574,Hijack Execution Flow,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6,technique,Adversaries may use new payloads to execute this technique. Identify and block potentially malicious software executed through hijacking by using application control solutions also capable of blocking libraries loaded by legitimate software.,relationship--6fa01dcb-e06c-4f8b-b6a2-c301f0198df4,26 March 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1176.002,IDE Extensions,attack-pattern--66b34be7-6915-4b83-8d5a-b0f0592b5e41,technique,Set an IDE extension allow or deny list as appropriate for your security policy.  ,relationship--16a6739b-93e9-49ea-ae74-624623d3c07a,30 March 2025,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1219.001,IDE Tunneling,attack-pattern--77e29a47-e263-4f11-8692-e5012f44dbac,technique,"Use Group Policies to require user authentication by disabling anonymous tunnel access, preventing any unauthenticated tunnel creation or usage. Disable the Visual Studio Dev Tunnels feature to block tunnel-related commands, allowing only minimal exceptions for utility functions (unset, echo, ping, and user). Restrict tunnel access to approved Microsoft Entra tenant IDs by specifying allowed tenants; all other users are denied access by default.(Citation: Microsoft Dev Tunnels Group Policy Mitigation)(Citation: Microsoft Dev Tunnels Group Policies)",relationship--030cd687-e359-44ea-9d0c-0d718a1b2cb5,24 March 2025,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1505.004,IIS Components,attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001,technique,Restrict unallowed ISAPI extensions and filters from running by specifying a list of ISAPI extensions and filters that can run on IIS.(Citation: Microsoft ISAPICGIRestriction 2016),relationship--7742d5c6-6987-4a87-92e9-c213880d911a,03 June 2021,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1562,Impair Defenses,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529,technique,"Use application control where appropriate, especially regarding the execution of tools outside of the organization's security policies (such as rootkit removal tools) that have been abused to impair system defenses. Ensure that only approved security applications are used and running on enterprise systems.",relationship--952ec6aa-f5dd-494d-91ea-b3804b843c35,19 October 2022,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1490,Inhibit System Recovery,attack-pattern--f5d8eed6-48a9-4cdf-a3d7-d1ffa99c3d2a,technique,Consider using application control configured to block execution of utilities such as `diskshadow.exe` that may not be required for a given system or network to prevent potential misuse by adversaries. ,relationship--9104be87-33ad-4a35-96db-3e2ed5c17f46,13 December 2023,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1674,Input Injection,attack-pattern--63e3d25c-d57d-407d-8e6a-2cecd71f90be,technique,"Denylist scripting and use application control where appropriate. For example, PowerShell Constrained Language mode can be used to restrict access to sensitive or otherwise dangerous language elements such as those used to execute arbitrary Windows APIs or files (e.g., `Add-Type`).(Citation: Microsoft PowerShell CLM)",relationship--56c49c2d-ea1d-4cf8-a939-d0ceea7c47f7,27 March 2025,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1218.004,InstallUtil,attack-pattern--2cd950a6-16c4-404a-aa01-044322395107,technique,Use application control configured to block execution of InstallUtil.exe if it is not required for a given system or network to prevent potential misuse by adversaries.,relationship--21ce896b-e6b5-4075-8d97-6b59c269247c,23 January 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1127.003,JamPlus,attack-pattern--7d356151-a69d-404e-896b-71618952702a,technique,Consider blocking or restricting JamPlus if not required.,relationship--4b097b36-2a9a-4275-8ecc-7bb45dec821f,21 March 2025,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1059.007,JavaScript,attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d,technique,Denylist scripting where appropriate.,relationship--5853af0d-4716-4290-b3d9-63fadfd5f554,23 June 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1547.006,Kernel Modules and Extensions,attack-pattern--a1b52199-c8c5-438a-9ded-656f1d0888c6,technique,"Application control and software restriction tools, such as SELinux, KSPP, grsecurity MODHARDEN, and Linux kernel tuning can aid in restricting kernel module loading.(Citation: Kernel.org Restrict Kernel Module)(Citation: Wikibooks Grsecurity)(Citation: Kernel Self Protection Project)(Citation: Increasing Linux kernel integrity)(Citation: LKM loading kernel restrictions)",relationship--b783f90e-bd7c-4513-b15a-731637d7078d,24 January 2020,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1546.006,LC_LOAD_DYLIB Addition,attack-pattern--10ff21b9-5a01-4268-a1b5-3b55015f1847,technique,Allow applications via known hashes.,relationship--ab27d3af-d454-4a4c-801b-ea9a6c0d4b47,24 January 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1059.011,Lua,attack-pattern--afddee82-3385-4682-ad90-eeced33f2d07,technique,Denylist Lua interpreters where appropriate.,relationship--be861f1b-0555-433a-b306-98c3903a566b,05 August 2024,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1218.014,MMC,attack-pattern--ffbcfdb0-de22-4106-9ed3-fc23c8a01407,technique,Use application control configured to block execution of MMC if it is not required for a given system or network to prevent potential misuse by adversaries.,relationship--ed2229d5-d586-4986-b3ae-e5f788bb6e15,28 September 2021,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1127.001,MSBuild,attack-pattern--c92e3d68-2349-49e4-a341-7edca2deff96,technique,"Use application control configured to block execution of <code>msbuild.exe</code> if it is not required for a given system or network to prevent potential misuse by adversaries. For example, in Windows 10 and Windows Server 2016 and above, Windows Defender Application Control (WDAC) policy rules may be applied to block the <code>msbuild.exe</code> application and to prevent abuse.(Citation: Microsoft WDAC)",relationship--c755a235-d278-41ed-835c-48e831b6d1a5,28 July 2021,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1204.004,Malicious Copy and Paste,attack-pattern--e261a979-f354-41a8-963e-6cadac27c4bf,technique,"Use application control where appropriate. PowerShell Constrained Language mode can be used to restrict access to sensitive or otherwise dangerous language elements such as those used to execute arbitrary Windows APIs or files (e.g., `Add-Type`).(Citation: Microsoft PowerShell CLM)",relationship--26d910c5-b1e9-4318-a715-dd1059fead3b,14 April 2025,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,Application control may be able to prevent the running of executables masquerading as other files.,relationship--60e4698b-a16d-4a40-8473-4d88e2e70881,11 March 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1553.005,Mark-of-the-Web Bypass,attack-pattern--7e7c2fba-7cca-486c-9582-4c1bb2851961,technique,Consider blocking container file types at web and/or email gateways. Consider unregistering container file extensions in Windows File Explorer.(Citation: Dormann Dangers of VHD 2019),relationship--e6dd2026-0c65-4a42-a306-d525bb442ab3,16 March 2021,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1036.008,Masquerade File Type,attack-pattern--208884f1-7b83-4473-ac22-4e1cf6c41471,technique,"Ensure that input sanitization is performed and that files are validated properly before execution; furthermore, implement a strict allow list to ensure that only authorized file types are processed.(Citation: file_upload_attacks_pt2) Restrict and/or block execution of files where headers and extensions do not match. 

",relationship--84185ab0-a7f3-4629-b553-dc6e24b0ed14,08 March 2023,16 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1036,Masquerading,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,technique,Use tools that restrict program execution via application control by attributes other than file name for common operating system utilities that are needed.,relationship--eb5ade8c-73e9-4b69-9dea-c8a8206dec25,18 July 2019,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1036.005,Match Legitimate Resource Name or Location,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,technique,Use tools that restrict program execution via application control by attributes other than file name for common operating system utilities that are needed.,relationship--095e5f7b-288c-4995-8045-b691602d38c9,10 February 2020,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1218.013,Mavinject,attack-pattern--1bae753e-8e52-4055-a66d-2ead90303ca9,technique,Use application control configured to block execution of mavinject.exe if it is not required for a given system or network to prevent potential misuse by adversaries.,relationship--f48b4601-28de-42d1-9ce6-84ad4608acba,22 September 2021,28 April 2025
M1038,Execution Prevention,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,mitigation,mitigates,T1218.005,Mshta,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade,technique,"Use application control configured to block execution of <code>mshta.exe</code> if it is not required for a given system or network to prevent potential misuse by adversaries. For example, in Windows 10 and Windows Server 2016 and above, Windows Defender Application Control (WDAC) policy rules may be applied to block the <code>mshta.exe</code> application and to prevent abuse.(Citation: Microsoft WDAC)",relationship--1837a0e7-d8aa-4c96-8213-7d08ceb86390,23 January 2020,28 April 2025
